"buyer_gender","color","make","new_car","purchase_date","buyer_age","discount","sale_price"
"Male","Goldenrod","Dodge","Yes","03/04/2021",31,0.05,42042
"Female","Teal","Ford","No","22/04/2021",57,0.41,14398
"Female","Goldenrod","Suzuki","No","02/07/2021",21,0.44,47358
"Female","Orange","Ferrari","Yes","19/07/2021",48,0.2,62793
"Female","Blue","Porsche","No","20/06/2021",34,0.45,60865
"Male","Pink","Mazda","Yes","21/07/2021",35,0.22,16477
"Male","Red","BMW","No","01/11/2021",28,0.05,31073
"Female","Aquamarine","Infiniti","No","08/07/2021",53,0.19,28329
"Female","Teal","Buick","No","24/11/2021",34,0.12,59298
"Male","Green","MINI","Yes","07/05/2021",36,0.34,50251
"Male","Aquamarine","Chevrolet","Yes","16/02/2021",51,0.47,32657
"Female","Puce","Cadillac","No","30/12/2021",59,0.05,63061
"Female","Aquamarine","GMC","No","21/07/2021",26,0.29,22019
"Male","Orange","Mercedes-Benz","Yes","12/01/2021",27,0.16,35181
"Polygender","Purple","Kia","Yes","13/05/2021",49,0.1,34192
"Female","Orange","Chevrolet","No","03/05/2021",40,0.31,65523
"Male","Teal","Mercedes-Benz","No","25/06/2021",55,0.09,20268
"Male","Yellow","Cadillac","No","11/10/2021",20,0.03,23303
"Genderqueer","Khaki","Saturn","Yes","16/05/2021",56,0.22,52244
"Female","Maroon","Nissan","No","19/08/2021",36,0.14,59904
"Female","Goldenrod","Nissan","Yes","10/12/2021",23,0.28,10107
"Male","Green","Chevrolet","No","09/07/2021",61,0.32,38087
"Female","Orange","Ford","Yes","25/06/2021",29,0.32,43624
"Genderfluid","Teal","Geo","No","03/11/2021",49,0.28,18105
"Male","Violet","Audi","No","03/12/2021",37,0.46,51697
"Female","Khaki","Land Rover","No","26/09/2021",54,0.18,73221
"Female","Fuscia","Ford","No","05/02/2021",20,0.4,69562
"Polygender","Maroon","Volkswagen","No","23/04/2021",33,0.01,72012
"Male","Khaki","Chevrolet","No","30/12/2021",42,0.28,67589
"Male","Fuscia","Nissan","No","07/12/2021",51,0.08,73459
"Male","Pink","Chevrolet","No","16/10/2021",63,0.36,34037
"Female","Blue","Ford","Yes","22/07/2021",43,0.31,63690
"Female","Goldenrod","Nissan","Yes","15/08/2021",26,0.12,12929
"Male","Orange","Buick","Yes","13/04/2021",58,0.06,51413
"Female","Aquamarine","Ford","Yes","21/03/2021",44,0.37,63291
"Male","Orange","Honda","No","25/04/2021",50,0.48,34340
"Genderfluid","Red","Toyota","No","07/09/2021",54,0.26,74557
"Female","Indigo","Volkswagen","No","29/10/2021",23,0.41,13677
"Male","Goldenrod","Lexus","Yes","20/05/2021",38,0.4,59522
"Male","Purple","Buick","No","25/02/2021",24,0.29,26712
"Female","Yellow","Renault","Yes","12/03/2021",26,0.21,58868
"Genderqueer","Khaki","GMC","No","14/12/2021",32,0.49,10743
"Female","Indigo","Volkswagen","No","06/11/2021",48,0.06,47571
"Female","Khaki","GMC","No","28/05/2021",41,0.4,37415
"Male","Orange","Chevrolet","No","28/10/2021",30,0.19,27707
"Male","Fuscia","Pontiac","Yes","21/12/2021",62,0.28,46607
"Male","Teal","Pontiac","No","13/11/2021",64,0.14,60176
"Male","Goldenrod","Lexus","Yes","04/07/2021",47,0.29,53943
"Female","Red","GMC","No","10/01/2021",63,0.25,32431
"Male","Teal","Mitsubishi","No","25/03/2021",21,0.16,51645
"Male","Khaki","Honda","No","22/04/2021",48,0.41,55187
"Male","Turquoise","Audi","Yes","28/01/2021",46,0.01,43098
"Male","Fuscia","Subaru","No","22/03/2021",38,0.19,49892
"Female","Goldenrod","Toyota","No","10/12/2021",55,0.44,35411
"Female","Fuscia","GMC","Yes","17/05/2021",29,0.46,32140
"Genderqueer","Turquoise","Toyota","Yes","29/01/2021",42,0.34,50393
"Female","Red","Bentley","No","23/12/2021",47,0.2,42403
"Female","Blue","Chevrolet","Yes","10/05/2021",32,0.28,28869
"Male","Orange","Ford","Yes","02/08/2021",60,0.05,39111
"Male","Crimson","Buick","Yes","12/12/2021",28,0.11,20047
"Male","Red","Chevrolet","No","13/06/2021",63,0,23324
"Female","Maroon","Chevrolet","Yes","02/03/2021",58,0.06,19529
"Female","Yellow","BMW","Yes","05/08/2021",54,0.42,36867
"Male","Crimson","Volkswagen","Yes","08/10/2021",39,0.24,71052
"Female","Crimson","Nissan","Yes","19/06/2021",39,0.09,10312
"Male","Teal","Pontiac","Yes","18/09/2021",25,0.22,63641
"Male","Puce","Dodge","Yes","17/09/2021",34,0.19,33163
"Bigender","Crimson","Infiniti","No","19/03/2021",44,0.38,26867
"Bigender","Aquamarine","Chevrolet","No","28/09/2021",50,0.44,20511
"Bigender","Purple","Mercury","Yes","03/03/2021",60,0.07,44001
"Female","Goldenrod","Buick","No","29/09/2021",59,0.06,51948
"Female","Violet","Mercedes-Benz","Yes","30/05/2021",50,0,47836
"Female","Fuscia","Mazda","Yes","06/04/2021",54,0.38,68656
"Male","Goldenrod","Buick","No","26/03/2021",60,0.15,13553
"Male","Violet","Ford","Yes","19/09/2021",63,0.36,17941
"Male","Goldenrod","Lincoln","Yes","06/02/2021",49,0.5,45382
"Male","Teal","Lexus","Yes","03/05/2021",41,0.34,22684
"Female","Red","Cadillac","Yes","22/02/2021",34,0.01,15671
"Female","Yellow","Mercedes-Benz","No","12/02/2021",30,0.46,22304
"Male","Violet","Chevrolet","Yes","30/08/2021",38,0.19,37527
"Male","Purple","Kia","No","07/05/2021",50,0.27,54882
"Female","Turquoise","Chrysler","No","11/06/2021",33,0.23,42938
"Female","Pink","Kia","No","18/04/2021",22,0.05,60316
"Male","Mauv","Ford","Yes","18/08/2021",52,0.03,32152
"Female","Orange","Porsche","No","24/01/2021",58,0.04,18788
"Female","Yellow","Hyundai","No","11/09/2021",43,0.21,59112
"Male","Khaki","Jeep","Yes","17/12/2021",48,0.37,11888
"Male","Khaki","Hyundai","Yes","10/05/2021",57,0.05,33280
"Female","Pink","Mercedes-Benz","No","16/12/2021",40,0.42,49875
"Female","Pink","Audi","No","12/07/2021",61,0.3,35721
"Male","Orange","Ford","No","06/03/2021",32,0.29,11759
"Other","Teal","Acura","Yes","28/09/2021",20,0.04,35944
"Bigender","Fuscia","Isuzu","No","24/01/2021",21,0.36,64848
"Male","Red","Chevrolet","No","22/04/2021",30,0.11,38181
"Male","Yellow","GMC","Yes","18/08/2021",29,0.13,74277
"Male","Pink","Mitsubishi","Yes","17/06/2021",38,0.41,66036
"Female","Fuscia","Subaru","No","21/10/2021",27,0.35,56897
"Female","Maroon","GMC","No","11/10/2021",49,0.11,18248
"Male","Pink","Mercedes-Benz","No","20/02/2021",63,0.12,48124
"Male","Mauv","Saturn","Yes","19/12/2021",54,0.18,54499
"Male","Indigo","Saab","Yes","16/03/2021",29,0.4,44622
"Male","Teal","Cadillac","Yes","09/04/2021",50,0.27,59201
"Female","Blue","BMW","Yes","10/01/2021",27,0.06,46481
"Male","Yellow","Chevrolet","Yes","06/03/2021",30,0.33,70732
"Male","Turquoise","Hyundai","No","26/03/2021",65,0.08,69137
"Male","Mauv","Scion","Yes","05/01/2021",33,0.02,60801
"Male","Khaki","Ferrari","No","05/04/2021",38,0.29,18974
"Female","Maroon","Mitsubishi","Yes","27/02/2021",35,0.16,60338
"Male","Green","Lexus","No","18/04/2021",41,0.5,42696
"Bigender","Green","Buick","No","06/08/2021",35,0.16,19630
"Female","Turquoise","Dodge","No","29/01/2021",52,0.03,36765
"Male","Fuscia","Isuzu","No","12/05/2021",25,0.07,61975
"Male","Puce","Dodge","Yes","14/11/2021",28,0.32,51813
"Female","Purple","Chevrolet","No","17/11/2021",22,0.05,13387
"Male","Pink","Toyota","No","10/08/2021",21,0,42857
"Male","Mauv","GMC","No","17/04/2021",56,0.36,21982
"Male","Aquamarine","GMC","No","30/07/2021",41,0.33,14580
"Male","Red","Honda","No","27/02/2021",56,0.42,53937
"Female","Khaki","Citroën","Yes","24/11/2021",58,0.32,17435
"Female","Purple","Ford","Yes","05/07/2021",37,0,37984
"Female","Mauv","Mazda","Yes","19/06/2021",42,0.22,13369
"Female","Green","Chevrolet","No","29/07/2021",57,0.3,15028
"Male","Pink","Dodge","No","29/09/2021",40,0.35,64932
"Female","Mauv","Volvo","Yes","18/10/2021",53,0.05,38906
"Male","Mauv","Toyota","Yes","21/11/2021",49,0.2,35614
"Female","Red","Porsche","Yes","11/07/2021",36,0.27,17634
"Male","Blue","Mercury","No","27/03/2021",54,0.41,43844
"Female","Violet","Volkswagen","Yes","26/06/2021",36,0.07,57462
"Male","Aquamarine","GMC","Yes","18/01/2021",42,0.15,49924
"Male","Crimson","Honda","Yes","25/11/2021",57,0.44,44263
"Female","Aquamarine","Nissan","No","16/11/2021",40,0.19,10594
"Female","Yellow","Buick","No","29/11/2021",59,0.42,56139
"Female","Green","Lexus","Yes","05/06/2021",54,0.32,45075
"Male","Yellow","Honda","No","07/03/2021",62,0.06,61202
"Male","Indigo","Audi","No","17/06/2021",39,0.34,32757
"Female","Khaki","Toyota","Yes","03/10/2021",52,0.23,30627
"Female","Green","Bentley","Yes","20/04/2021",31,0.41,62542
"Genderfluid","Fuscia","Suzuki","No","14/09/2021",43,0.19,14156
"Male","Green","Chevrolet","No","09/07/2021",64,0.3,47121
"Female","Goldenrod","Nissan","Yes","05/10/2021",22,0.03,48896
"Male","Green","Jaguar","Yes","22/02/2021",53,0.23,33568
"Female","Crimson","Hyundai","Yes","01/01/2021",52,0.12,26614
"Male","Yellow","Oldsmobile","No","25/08/2021",48,0.21,28070
"Female","Violet","Honda","Yes","02/04/2021",51,0.1,14597
"Polygender","Goldenrod","Ford","No","14/08/2021",50,0.44,54730
"Female","Pink","Acura","Yes","20/04/2021",60,0.08,25537
"Male","Red","Toyota","Yes","12/12/2021",57,0.01,28084
"Male","Crimson","Mercury","No","25/08/2021",27,0.01,29784
"Female","Puce","Pontiac","No","04/10/2021",40,0.34,12509
"Male","Turquoise","Mercury","Yes","22/08/2021",22,0.47,60682
"Female","Purple","Saab","No","09/02/2021",30,0.01,30552
"Female","Red","BMW","No","28/12/2021",60,0.12,72039
"Male","Orange","Pontiac","No","20/03/2021",34,0.23,10001
"Male","Teal","Pontiac","Yes","11/03/2021",37,0.22,73915
"Female","Red","Toyota","No","27/12/2021",52,0.02,30325
"Other","Goldenrod","Lincoln","Yes","30/09/2021",60,0.1,23473
"Female","Orange","Chevrolet","No","24/03/2021",45,0.21,51093
"Female","Mauv","GMC","Yes","18/09/2021",31,0.25,70948
"Female","Purple","Audi","Yes","20/05/2021",30,0.17,34528
"Bigender","Indigo","Lexus","Yes","23/10/2021",55,0.45,52448
"Male","Blue","Ford","Yes","25/05/2021",30,0.26,32349
"Male","Maroon","GMC","No","18/05/2021",46,0.14,70668
"Male","Teal","BMW","Yes","27/08/2021",53,0.44,12666
"Female","Red","Nissan","Yes","23/05/2021",22,0.27,63542
"Female","Teal","Saturn","Yes","22/02/2021",50,0.3,52783
"Female","Mauv","Mazda","Yes","14/02/2021",22,0.44,67809
"Male","Green","Mercedes-Benz","Yes","27/10/2021",36,0.14,43898
"Male","Aquamarine","BMW","No","04/07/2021",64,0.41,22977
"Male","Turquoise","Subaru","No","23/10/2021",49,0.5,13840
"Female","Goldenrod","Dodge","Yes","26/07/2021",23,0.08,23060
"Female","Orange","Pontiac","Yes","22/04/2021",49,0.45,65097
"Female","Teal","Suzuki","Yes","11/01/2021",44,0.35,39248
"Male","Mauv","BMW","Yes","15/01/2021",52,0.29,61146
"Female","Orange","Pontiac","Yes","29/08/2021",39,0.06,24913
"Male","Purple","Ford","Yes","25/03/2021",52,0.14,33952
"Female","Indigo","Honda","No","15/01/2021",26,0.03,50592
"Male","Teal","Buick","Yes","07/12/2021",24,0.22,67420
"Male","Red","Lexus","No","06/06/2021",25,0.09,60456
"Female","Violet","Pontiac","Yes","30/08/2021",41,0.08,10055
"Female","Violet","BMW","No","16/07/2021",38,0.42,13138
"Male","Red","Volkswagen","Yes","14/05/2021",62,0.27,54389
"Male","Fuscia","Mazda","No","11/07/2021",55,0.01,25877
"Female","Purple","Mitsubishi","No","15/02/2021",29,0.03,14352
"Male","Blue","Nissan","No","05/09/2021",61,0.4,29202
"Male","Blue","Maserati","No","16/07/2021",43,0.02,23965
"Male","Blue","BMW","Yes","08/07/2021",42,0.2,17259
"Male","Purple","Volkswagen","No","29/06/2021",61,0.07,69359
"Female","Indigo","Buick","No","26/12/2021",25,0.31,71159
"Female","Violet","Acura","Yes","03/09/2021",21,0.41,24621
"Female","Orange","Mercury","No","25/08/2021",32,0.03,43628
"Male","Pink","Chevrolet","No","23/03/2021",30,0.12,13884
"Male","Goldenrod","Audi","Yes","24/05/2021",41,0.22,10884
"Female","Violet","Dodge","No","22/09/2021",42,0.5,43333
"Female","Yellow","Ford","No","14/12/2021",61,0.41,26956
"Male","Mauv","Bentley","Yes","07/06/2021",35,0.42,46493
"Male","Mauv","Chevrolet","Yes","07/05/2021",52,0.06,18744
"Male","Fuscia","Saab","No","26/10/2021",37,0.1,68972
"Female","Goldenrod","Saturn","Yes","21/09/2021",62,0.46,12799
"Female","Fuscia","Volkswagen","No","21/03/2021",48,0.2,34592
"Genderqueer","Violet","Ford","No","27/02/2021",55,0.41,20423
"Male","Puce","Pontiac","Yes","07/06/2021",36,0.08,33203
"Genderqueer","Turquoise","Dodge","No","31/07/2021",40,0.09,60127
"Male","Blue","BMW","No","30/04/2021",62,0.09,36341
"Female","Indigo","Mitsubishi","No","13/11/2021",56,0.27,46781
"Male","Blue","Lexus","Yes","19/08/2021",27,0.18,63793
"Male","Orange","Cadillac","No","29/11/2021",29,0.34,12312
"Female","Turquoise","Pontiac","Yes","09/07/2021",58,0.22,41868
"Female","Pink","Subaru","No","13/08/2021",61,0.18,24053
"Female","Teal","Honda","No","12/11/2021",49,0.32,28603
"Female","Red","Ford","No","11/01/2021",58,0.19,18276
"Male","Violet","Chevrolet","Yes","21/12/2021",20,0.31,69858
"Male","Mauv","Audi","No","05/03/2021",36,0.14,66224
"Female","Maroon","Dodge","Yes","18/10/2021",59,0.28,60579
"Female","Puce","Chevrolet","No","20/04/2021",46,0.35,24673
"Female","Fuscia","BMW","No","19/11/2021",20,0.04,61247
"Male","Crimson","Toyota","Yes","12/01/2021",25,0.35,10876
"Male","Pink","Kia","No","19/06/2021",64,0.17,24018
"Male","Maroon","Land Rover","No","12/12/2021",56,0.26,13088
"Female","Fuscia","Lincoln","No","29/04/2021",28,0.2,46234
"Female","Teal","Hyundai","Yes","28/11/2021",52,0.24,10816
"Female","Mauv","Dodge","No","20/12/2021",39,0.24,44133
"Male","Maroon","Audi","No","25/03/2021",35,0.25,17042
"Male","Yellow","BMW","Yes","30/10/2021",29,0.46,69946
"Bigender","Teal","Buick","Yes","06/06/2021",28,0.42,20605
"Female","Khaki","Lincoln","Yes","05/04/2021",60,0.05,45665
"Female","Turquoise","Kia","Yes","22/06/2021",21,0.02,53079
"Female","Red","Volkswagen","Yes","01/10/2021",55,0.1,44661
"Female","Indigo","Dodge","Yes","04/05/2021",61,0.03,47208
"Agender","Puce","Pontiac","Yes","25/01/2021",39,0.29,45487
"Female","Aquamarine","Lexus","No","28/01/2021",48,0.24,25691
"Male","Maroon","Mazda","No","16/10/2021",48,0.24,69834
"Agender","Aquamarine","Toyota","Yes","10/12/2021",22,0.25,66804
"Female","Teal","BMW","Yes","10/12/2021",30,0.46,34398
"Female","Crimson","Volkswagen","No","12/06/2021",21,0.45,15339
"Male","Blue","Lamborghini","Yes","22/11/2021",39,0.47,15704
"Male","Crimson","Mazda","No","16/04/2021",38,0.12,22170
"Female","Purple","Ford","No","04/08/2021",30,0.24,12120
"Female","Purple","Ford","Yes","13/07/2021",42,0.23,48218
"Female","Blue","Suzuki","Yes","01/10/2021",31,0.03,25737
"Agender","Red","Mazda","Yes","11/02/2021",58,0.41,22982
"Agender","Red","Mercedes-Benz","No","15/01/2021",50,0.26,24643
"Male","Orange","Lotus","No","07/04/2021",45,0.3,11112
"Male","Goldenrod","Acura","No","11/12/2021",48,0.03,15405
"Male","Puce","Chevrolet","Yes","05/11/2021",61,0.39,72138
"Bigender","Red","Toyota","Yes","03/05/2021",44,0.17,71632
"Male","Purple","GMC","No","17/10/2021",48,0.26,15052
"Female","Yellow","Porsche","Yes","24/05/2021",30,0.07,54055
"Male","Fuscia","Mercury","Yes","12/10/2021",22,0.06,50547
"Female","Puce","Mazda","Yes","07/11/2021",58,0.47,38139
"Male","Maroon","Saab","No","26/04/2021",52,0.05,61909
"Male","Red","Hyundai","Yes","02/01/2021",21,0.11,58925
"Male","Blue","Chevrolet","No","16/09/2021",65,0.32,45499
"Male","Red","Cadillac","No","25/02/2021",46,0.25,57346
"Female","Puce","Cadillac","No","11/04/2021",39,0.19,64354
"Male","Pink","Volkswagen","Yes","23/09/2021",48,0.46,38848
"Male","Purple","GMC","Yes","16/10/2021",43,0.34,42973
"Female","Aquamarine","Bentley","No","07/05/2021",34,0.26,74513
"Male","Crimson","GMC","No","06/06/2021",61,0.01,33652
"Female","Goldenrod","Volvo","Yes","21/02/2021",43,0.5,59766
"Male","Blue","Acura","Yes","08/02/2021",44,0.42,50282
"Male","Puce","Lotus","Yes","16/11/2021",43,0.5,57869
"Male","Orange","Chevrolet","No","22/07/2021",33,0.2,41451
"Male","Violet","Hyundai","No","30/05/2021",23,0.09,10838
"Genderfluid","Yellow","Chevrolet","Yes","02/01/2021",47,0.26,14093
"Female","Indigo","Mercury","No","25/01/2021",25,0.49,10387
"Female","Orange","Toyota","Yes","25/07/2021",24,0.26,49043
"Female","Blue","Infiniti","No","04/11/2021",36,0.25,56204
"Male","Indigo","Bentley","No","07/04/2021",65,0.14,15963
"Female","Violet","Isuzu","Yes","17/09/2021",64,0.29,44668
"Female","Green","GMC","No","14/02/2021",22,0.35,61388
"Female","Turquoise","Buick","No","02/07/2021",40,0.02,34438
"Female","Red","Audi","No","28/01/2021",52,0.36,68822
"Female","Orange","Mitsubishi","Yes","07/07/2021",52,0.27,53184
"Male","Aquamarine","Suzuki","No","30/04/2021",25,0.14,57005
"Male","Mauv","Dodge","No","09/04/2021",25,0.19,31985
"Male","Turquoise","Chrysler","No","01/04/2021",35,0.04,33584
"Male","Fuscia","Mitsubishi","No","31/10/2021",45,0.1,17130
"Female","Purple","Mercedes-Benz","Yes","12/11/2021",52,0.47,23380
"Male","Indigo","Hyundai","No","22/02/2021",55,0.49,62543
"Male","Teal","BMW","No","27/10/2021",58,0.26,74257
"Female","Teal","MINI","Yes","17/01/2021",53,0.06,47812
"Male","Orange","Toyota","Yes","04/01/2021",50,0.05,72809
"Female","Pink","Acura","No","19/12/2021",36,0.21,22647
"Male","Purple","Mercedes-Benz","No","22/05/2021",56,0.03,66854
"Male","Goldenrod","Infiniti","No","22/11/2021",61,0.42,23969
"Male","Mauv","Cadillac","Yes","03/03/2021",29,0.16,61669
"Male","Pink","Chevrolet","No","16/12/2021",36,0.05,73076
"Male","Maroon","Holden","Yes","25/01/2021",34,0.29,45942
"Female","Puce","Chevrolet","No","07/12/2021",39,0.49,72172
"Female","Purple","Dodge","Yes","02/09/2021",31,0.33,54159
"Female","Indigo","Toyota","Yes","20/03/2021",58,0.15,34513
"Male","Khaki","Pontiac","Yes","19/01/2021",59,0.06,49577
"Female","Crimson","Dodge","No","30/04/2021",47,0.05,31285
"Female","Teal","Acura","Yes","17/09/2021",62,0.29,36834
"Male","Red","Mitsubishi","No","03/04/2021",35,0.49,57277
"Male","Violet","Chevrolet","Yes","10/07/2021",50,0.34,53917
"Female","Pink","GMC","Yes","02/07/2021",22,0.28,73652
"Female","Red","Aston Martin","Yes","24/06/2021",60,0.19,38208
"Female","Orange","Pontiac","No","27/08/2021",35,0.47,70056
"Female","Khaki","Plymouth","No","06/05/2021",20,0.47,12254
"Female","Yellow","BMW","Yes","03/03/2021",35,0.37,19477
"Male","Mauv","Mitsubishi","Yes","22/07/2021",29,0.49,73080
"Male","Green","Chevrolet","Yes","08/05/2021",64,0.39,38025
"Male","Aquamarine","Infiniti","Yes","13/07/2021",20,0.24,20937
"Male","Yellow","Honda","No","21/05/2021",22,0.16,18350
"Male","Yellow","Ford","Yes","22/06/2021",62,0.38,65228
"Bigender","Green","Lexus","No","19/09/2021",65,0.3,22416
"Female","Yellow","Toyota","No","04/03/2021",48,0.02,52098
"Female","Goldenrod","Volkswagen","No","12/03/2021",55,0.01,38222
"Female","Aquamarine","Ford","No","25/08/2021",59,0.23,26765
"Genderfluid","Violet","Audi","No","28/11/2021",39,0.06,23910
"Female","Green","Pontiac","Yes","08/02/2021",32,0.38,32748
"Male","Yellow","Volvo","No","15/06/2021",46,0.23,18246
"Male","Khaki","Toyota","Yes","26/09/2021",44,0.37,44516
"Male","Pink","Chevrolet","Yes","23/04/2021",40,0.32,21892
"Male","Teal","Buick","Yes","04/05/2021",45,0.44,55399
"Female","Goldenrod","BMW","No","13/06/2021",43,0.29,56191
"Male","Aquamarine","Plymouth","No","15/02/2021",57,0.31,31923
"Female","Aquamarine","BMW","No","15/04/2021",45,0.34,22634
"Male","Puce","Dodge","Yes","21/08/2021",51,0.14,29609
"Female","Violet","Mazda","No","10/09/2021",34,0.49,60829
"Female","Green","Infiniti","Yes","02/06/2021",50,0.12,42017
"Female","Blue","Cadillac","No","16/04/2021",38,0.1,45333
"Male","Blue","BMW","No","03/10/2021",44,0.14,26001
"Male","Aquamarine","BMW","No","13/11/2021",57,0.05,56910
"Agender","Yellow","Ford","No","27/08/2021",60,0.44,21268
"Male","Orange","BMW","No","14/09/2021",50,0,43258
"Female","Aquamarine","Toyota","No","16/06/2021",23,0.46,22922
"Other","Pink","Chevrolet","Yes","01/06/2021",22,0.38,56359
"Female","Aquamarine","Mazda","No","04/08/2021",63,0.46,10503
"Male","Purple","Ford","Yes","07/03/2021",37,0.26,20249
"Female","Fuscia","Land Rover","No","07/05/2021",47,0.26,59227
"Male","Crimson","Audi","Yes","06/03/2021",49,0.46,35385
"Male","Orange","Porsche","No","24/03/2021",34,0.04,27742
"Male","Crimson","Mitsubishi","No","14/05/2021",28,0.24,14827
"Female","Puce","Mercury","No","12/05/2021",22,0.4,49908
"Female","Red","Mazda","Yes","01/08/2021",30,0.12,66551
"Female","Green","Infiniti","No","20/06/2021",40,0.37,28041
"Female","Orange","Mercedes-Benz","Yes","04/07/2021",49,0,26583
"Male","Turquoise","Infiniti","No","24/03/2021",28,0.48,13764
"Male","Maroon","Toyota","Yes","14/12/2021",34,0.16,42440
"Male","Aquamarine","Chevrolet","No","26/02/2021",56,0.34,47905
"Female","Mauv","Dodge","No","03/10/2021",52,0.04,20266
"Male","Goldenrod","GMC","No","24/07/2021",24,0.22,47254
"Male","Mauv","Hyundai","Yes","20/04/2021",63,0.02,27961
"Genderfluid","Pink","Toyota","No","31/07/2021",39,0.29,66225
"Male","Purple","Cadillac","No","27/11/2021",28,0.31,36637
"Male","Violet","BMW","Yes","09/04/2021",22,0.18,20781
"Female","Maroon","BMW","No","19/10/2021",42,0.38,36212
"Other","Mauv","Buick","No","09/07/2021",46,0.1,28831
"Female","Green","Oldsmobile","Yes","20/03/2021",43,0.29,13856
"Female","Puce","Mitsubishi","Yes","02/05/2021",25,0.15,40442
"Female","Aquamarine","Geo","Yes","06/07/2021",23,0.31,67193
"Male","Purple","Ford","No","23/01/2021",60,0.45,16088
"Bigender","Violet","Isuzu","No","13/09/2021",46,0.44,34037
"Female","Mauv","Dodge","No","25/11/2021",55,0.26,45732
"Female","Indigo","Mercedes-Benz","Yes","25/02/2021",59,0.17,32767
"Female","Khaki","Toyota","No","14/12/2021",61,0.24,17077
"Male","Turquoise","Suzuki","Yes","26/03/2021",53,0.11,48885
"Female","Pink","Pontiac","Yes","29/12/2021",41,0.18,47602
"Male","Orange","Rambler","Yes","08/03/2021",40,0.07,72589
"Female","Red","Mitsubishi","Yes","15/03/2021",48,0.05,56338
"Male","Crimson","GMC","Yes","10/10/2021",57,0.18,73555
"Female","Violet","Dodge","No","18/09/2021",36,0.35,62099
"Male","Puce","Audi","Yes","07/10/2021",50,0.27,62193
"Polygender","Yellow","Buick","No","19/12/2021",24,0.37,28880
"Male","Green","Rolls-Royce","Yes","18/12/2021",64,0.43,10965
"Male","Fuscia","Mazda","Yes","28/12/2021",28,0.42,33126
"Male","Orange","Cadillac","No","07/11/2021",33,0.35,49340
"Polygender","Goldenrod","Dodge","No","01/03/2021",62,0.15,38727
"Male","Indigo","Dodge","No","11/11/2021",51,0.36,34058
"Female","Orange","Pontiac","Yes","14/08/2021",40,0.15,63747
"Bigender","Maroon","Mercedes-Benz","No","29/07/2021",27,0.4,63796
"Female","Purple","Mercedes-Benz","No","02/10/2021",40,0.03,65507
"Male","Turquoise","Mazda","Yes","18/05/2021",20,0.46,39583
"Male","Purple","Oldsmobile","No","10/01/2021",41,0.5,14865
"Female","Goldenrod","GMC","No","22/10/2021",46,0.07,72187
"Female","Teal","Ford","No","05/02/2021",33,0.36,43554
"Male","Fuscia","Dodge","Yes","28/10/2021",32,0.5,42490
"Female","Khaki","Oldsmobile","Yes","10/04/2021",22,0.31,10906
"Other","Crimson","Mercedes-Benz","Yes","28/06/2021",56,0.45,41379
"Male","Green","Honda","No","09/05/2021",29,0.01,42116
"Male","Mauv","Chrysler","No","13/06/2021",27,0.48,70468
"Male","Red","Ford","Yes","25/11/2021",50,0.37,66704
"Other","Crimson","Mazda","Yes","01/12/2021",21,0.12,31484
"Female","Fuscia","Cadillac","No","11/08/2021",55,0.02,57624
"Female","Purple","Land Rover","Yes","03/08/2021",64,0.48,19547
"Polygender","Goldenrod","Toyota","Yes","11/12/2021",46,0.13,46913
"Male","Pink","Volvo","No","04/08/2021",53,0.1,57642
"Female","Crimson","Ford","No","15/03/2021",21,0.12,26036
"Agender","Crimson","Lexus","Yes","24/01/2021",50,0.41,27843
"Female","Maroon","Chevrolet","Yes","27/02/2021",62,0.18,36406
"Male","Purple","Lotus","No","15/07/2021",24,0.28,56294
"Female","Crimson","Hyundai","Yes","21/12/2021",20,0.28,44105
"Polygender","Puce","Mercedes-Benz","No","23/12/2021",44,0.17,51947
"Female","Khaki","Hyundai","Yes","18/01/2021",58,0.29,49670
"Female","Indigo","Volvo","No","17/01/2021",54,0.29,39458
"Male","Maroon","Chrysler","Yes","23/05/2021",63,0.05,36583
"Male","Orange","BMW","No","18/04/2021",43,0.43,32273
"Other","Goldenrod","GMC","Yes","07/07/2021",58,0.26,13369
"Female","Teal","Nissan","Yes","12/12/2021",65,0.07,65340
"Female","Blue","Lincoln","Yes","24/07/2021",28,0.12,68977
"Female","Goldenrod","Lexus","No","06/02/2021",28,0.06,31969
"Male","Mauv","BMW","No","02/01/2021",26,0.03,50118
"Female","Fuscia","Chevrolet","No","04/08/2021",28,0.39,53345
"Female","Fuscia","Nissan","No","12/07/2021",31,0.38,20882
"Male","Mauv","GMC","Yes","22/04/2021",23,0.5,27917
"Male","Pink","Kia","No","17/10/2021",62,0.09,34435
"Other","Pink","Dodge","No","09/01/2021",32,0.43,72730
"Female","Khaki","Volkswagen","No","15/10/2021",32,0.04,49654
"Genderqueer","Fuscia","Chevrolet","No","29/07/2021",43,0.11,27114
"Male","Purple","Suzuki","Yes","18/12/2021",35,0.4,65531
"Male","Puce","Daewoo","No","28/08/2021",22,0.12,40637
"Male","Crimson","Aston Martin","No","06/10/2021",30,0.45,44901
"Female","Orange","Jaguar","No","12/03/2021",54,0.4,35368
"Genderfluid","Yellow","Pontiac","Yes","07/01/2021",50,0.28,70351
"Genderqueer","Goldenrod","Acura","No","27/08/2021",38,0.47,50012
"Female","Fuscia","Nissan","No","02/09/2021",39,0.15,24409
"Female","Turquoise","Hyundai","Yes","20/06/2021",64,0.06,32601
